article-id,content-type,model-name,run,pre_correct,post_correct,kg,pre_raw,post_raw,pre_parse_ok,post_parse_ok,pre_n_items,post_n_items,pre_conf_mean,post_conf_mean,pre_idk_cnt,post_idk_cnt,pre_idk_rate,post_idk_rate,pre_acc_rate,post_acc_rate
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,1,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""evidence"": ""These extreme beams enable the exploration of a new frontier of high-intensity beam-light and beam-matter interactions broadly relevant across fields ranging from laboratory astrophysics to strong field quantum electrodynamics and ultrafast quantum chemistry. We demonstrate our ability to generate and control the properties of these electron beams by means of a laser",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,2,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""evidence"": ""0.1 M""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""e",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,3,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 50,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 4,
    ""question"": ""What type of","{
  ""question-id"": 1,
  ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
  ""answer"": ""I do not know the answer."",
  ""confidence"": 0,
  ""grounding"": ""unknown"",
  ""evidence"": """"
}
{
  ""question-id"": 2,
  ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
  ""answer"": ""True"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""These extreme beams enable the exploration of a new frontier of high-intensity beam-light and beam-matter interactions broadly relevant across fields ranging from laboratory astrophysics to strong field quantum electrodynamics and ultrafast quantum chemistry. We demonstrate our ability to generate and control the properties of these electron beams by means of a laser-electron beam shaping",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,4,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","{
  ""question-id"": 1,
  ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
  ""answer"": ""I do not know the answer."",
  ""confidence"": 0,
  ""grounding"": ""unknown"",
  ""evidence"": """"
},
{
  ""question-id"": 2,
  ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
  ""answer"": ""True"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""∼ 0.1 M A ""
},
{
  ""question-id"": 3,
  ""question"": ""What unit is used to describe the peak power of the electron beam?"",
  ""answer"": ""Petawatt"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"":",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,5,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 50,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 4,
    ""question"": ""What type of","{
  ""question-id"": 1,
  ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
  ""answer"": ""I do not know the answer."",
  ""confidence"": 0,
  ""grounding"": ""unknown"",
  ""evidence"": """"
},
{
  ""question-id"": 2,
  ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
  ""answer"": ""True"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""0.1 MA""
},
{
  ""question-id"": 3,
  ""question"": ""What unit is used to describe the peak power of the electron beam?"",
  ""answer"": ""Petawatt"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""petawatt",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,6,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""evidence"": ""∼0.1 MA""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 100,
    ""grounding"": ""media"",
   ",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,7,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""e",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,8,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","{
  ""question-id"": 1,
  ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
  ""answer"": ""I do not know the answer."",
  ""confidence"": 0,
  ""grounding"": ""unknown"",
  ""evidence"": """"
},
{
  ""question-id"": 2,
  ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
  ""answer"": ""True"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""0.1 MA""
},
{
  ""question-id"": 3,
  ""question"": ""What unit is used to describe the peak power of the electron beam?"",
  ""answer"": ""Petawatt"",
  ""confidence"": 100,
  ""grounding"": ""media"",
  ""evidence"": ""petawatt",False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,9,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""evidence"": ""0.1 M A""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    """,False,False,0,0,,,0,0,,,0.0,0.0
9HiWPLptyKkfgKlcGOFN,abstract,meta-llama/Llama-3.1-8B-Instruct,10,0,0,0,"[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""False"",
    ""confidence"": 80,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""general""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 60,
    ""grounding"": ""unknown""
  },
  {
    ""question-id"": 4,
    ""question"": ""What type of energy field is associated with","[
  {
    ""question-id"": 1,
    ""question"": ""Electron beams used in high-intensity physics experiments are typically controlled using acoustic waves."",
    ""answer"": ""I do not know the answer."",
    ""confidence"": 0,
    ""grounding"": ""unknown"",
    ""evidence"": """"
  },
  {
    ""question-id"": 2,
    ""question"": ""An electron beam with a current of 0.1 megaamperes is equivalent to 100,000 amperes."",
    ""answer"": ""True"",
    ""confidence"": 100,
    ""grounding"": ""media"",
    ""evidence"": ""0.1 megaamperes""
  },
  {
    ""question-id"": 3,
    ""question"": ""What unit is used to describe the peak power of the electron beam?"",
    ""answer"": ""Petawatt"",
    ""confidence"": 100,
    ""grounding"": ""media"",
",False,False,0,0,,,0,0,,,0.0,0.0
